0.000	0.51646
0.020	0.52030
0.040	0.55420
0.060	0.54112
0.080	0.81258
0.100	0.73910
0.120	0.89053
0.140	1.04572
0.160	1.14028
0.180	1.17537
0.200	1.15454
0.220	1.10241
0.240	1.01284
0.260	1.12716
0.280	1.14995
0.300	1.27545
0.320	1.17663
0.340	1.05831
0.360	0.92407
0.380	0.93026
0.400	1.08982
0.420	1.38451
0.440	1.65289
0.460	1.80265
0.480	2.01562
0.500	2.23212
0.520	2.37717
0.540	2.38042
0.560	2.22698
0.580	1.98774
0.600	1.70966
0.620	1.42543
0.640	1.19546
0.660	1.06165
0.680	0.94029
0.700	0.85990
0.720	0.84948
0.740	0.85625
0.760	0.86902
0.780	0.90906
0.800	1.00933
0.820	1.11392
0.840	1.18686
0.860	1.22012
0.880	1.21670
0.900	1.18515
0.920	1.13275
0.940	1.07161
0.960	1.01563
0.980	0.97266
1.000	0.94414
1.020	0.92713
1.040	0.91744
1.060	0.91135
1.080	0.90676
1.100	0.90176
1.120	0.89550
1.140	0.88730
1.160	0.87689
1.180	0.86304
1.200	0.84510
1.220	0.82318
1.240	0.79765
1.260	0.76898
1.280	0.73855
1.300	0.70802
1.320	0.67905
1.340	0.65304
1.360	0.63101
1.380	0.61354
1.400	0.60116
1.420	0.59284
1.440	0.58801
1.460	0.58544
1.480	0.58378
1.500	0.58192
1.520	0.57890
1.540	0.57390
1.560	0.56641
1.580	0.55642
1.600	0.54353
1.620	0.53208
1.640	0.52280
1.660	0.51051
1.680	0.49528
1.700	0.47770
1.720	0.46173
1.740	0.44804
1.760	0.43258
1.780	0.41562
1.800	0.39758
1.820	0.37878
1.840	0.35931
1.860	0.33985
1.880	0.32033
1.900	0.30122
1.920	0.28273
1.940	0.26500
1.960	0.24823
1.980	0.23256
2.000	0.21813
2.020	0.20498
2.040	0.19316
2.060	0.18265
2.080	0.17344
2.100	0.16545
2.120	0.15866
2.140	0.15648
2.160	0.15512
2.180	0.15425
2.200	0.15380
2.220	0.15356
2.240	0.15347
2.260	0.15339
2.280	0.15321
2.300	0.15291
2.320	0.15266
2.340	0.15387
2.360	0.15442
2.380	0.15442
2.400	0.15390
2.420	0.15434
2.440	0.15574
2.460	0.15665
2.480	0.15698
2.500	0.15675
2.520	0.15599
2.540	0.15473
2.560	0.15307
2.580	0.15103
2.600	0.14869
2.620	0.14606
2.640	0.14320
2.660	0.14010
2.680	0.13676
2.700	0.13320
2.720	0.12943
2.740	0.12552
2.760	0.12151
2.780	0.11870
2.800	0.11679
2.820	0.11483
2.840	0.11282
2.860	0.11077
2.880	0.10872
2.900	0.10665
2.920	0.10455
2.940	0.10245
2.960	0.10034
2.980	0.09823
3.000	0.09613
3.020	0.09404
3.040	0.09196
3.060	0.08990
3.080	0.08786
3.100	0.08585
3.120	0.08387
3.140	0.08193
3.160	0.08002
3.180	0.07814
3.200	0.07629
3.220	0.07448
3.240	0.07271
3.260	0.07098
3.280	0.06929
3.300	0.06763
3.320	0.06602
3.340	0.06444
3.360	0.06291
3.380	0.06141
3.400	0.05996
3.420	0.05854
3.440	0.05804
3.460	0.05754
3.480	0.05704
3.500	0.05652
3.520	0.05601
3.540	0.05548
3.560	0.05496
3.580	0.05442
3.600	0.05389
3.620	0.05336
3.640	0.05282
3.660	0.05228
3.680	0.05175
3.700	0.05121
3.720	0.05068
3.740	0.05014
3.760	0.04961
3.780	0.04908
3.800	0.04855
3.820	0.04802
3.840	0.04750
3.860	0.04698
3.880	0.04646
3.900	0.04595
3.920	0.04544
3.940	0.04493
3.960	0.04443
3.980	0.04394
4.000	0.04344
4.020	0.04296
4.040	0.04247
4.060	0.04200
4.080	0.04152
4.100	0.04106
4.120	0.04059
4.140	0.04013
4.160	0.03968
4.180	0.03923
4.200	0.03879
4.220	0.03835
4.240	0.03792
4.260	0.03749
4.280	0.03707
4.300	0.03665
4.320	0.03624
4.340	0.03584
4.360	0.03543
4.380	0.03504
4.400	0.03465
4.420	0.03426
4.440	0.03388
4.460	0.03351
4.480	0.03313
4.500	0.03277
4.520	0.03241
4.540	0.03205
4.560	0.03170
4.580	0.03135
4.600	0.03101
4.620	0.03068
4.640	0.03034
4.660	0.03002
4.680	0.02969
4.700	0.02938
4.720	0.02906
4.740	0.02875
4.760	0.02845
4.780	0.02815
4.800	0.02785
4.820	0.02756
4.840	0.02727
4.860	0.02698
4.880	0.02670
4.900	0.02643
4.920	0.02616
4.940	0.02589
4.960	0.02562
4.980	0.02536
5.000	0.02510
5.020	0.02485
5.040	0.02460
5.060	0.02436
5.080	0.02411
5.100	0.02387
5.120	0.02364
5.140	0.02341
5.160	0.02318
5.180	0.02295
5.200	0.02273
5.220	0.02251
5.240	0.02230
5.260	0.02209
5.280	0.02188
5.300	0.02167
5.320	0.02147
5.340	0.02127
5.360	0.02107
5.380	0.02088
5.400	0.02069
5.420	0.02050
5.440	0.02031
5.460	0.02013
5.480	0.01995
5.500	0.01977
5.520	0.01960
5.540	0.01942
5.560	0.01925
5.580	0.01908
5.600	0.01892
5.620	0.01875
5.640	0.01859
5.660	0.01843
5.680	0.01828
5.700	0.01812
5.720	0.01797
5.740	0.01782
5.760	0.01767
5.780	0.01752
5.800	0.01738
5.820	0.01723
5.840	0.01709
5.860	0.01695
5.880	0.01682
5.900	0.01669
5.920	0.01655
5.940	0.01642
5.960	0.01630
5.980	0.01617
6.000	0.01604
6.020	0.01592
6.040	0.01580
6.060	0.01568
6.080	0.01556
6.100	0.01544
6.120	0.01533
6.140	0.01521
6.160	0.01510
6.180	0.01499
6.200	0.01488
6.220	0.01477
6.240	0.01466
6.260	0.01456
6.280	0.01446
6.300	0.01435
6.320	0.01425
6.340	0.01415
6.360	0.01405
6.380	0.01395
6.400	0.01386
6.420	0.01376
6.440	0.01367
6.460	0.01357
6.480	0.01348
6.500	0.01339
6.520	0.01330
6.540	0.01321
6.560	0.01313
6.580	0.01304
6.600	0.01295
6.620	0.01287
6.640	0.01279
6.660	0.01271
6.680	0.01263
6.700	0.01255
6.720	0.01247
6.740	0.01239
6.760	0.01231
6.780	0.01224
6.800	0.01216
6.820	0.01209
6.840	0.01202
6.860	0.01194
6.880	0.01187
6.900	0.01180
6.920	0.01173
6.940	0.01166
6.960	0.01159
6.980	0.01153
7.000	0.01146
7.020	0.01139
7.040	0.01133
7.060	0.01126
7.080	0.01120
7.100	0.01113
7.120	0.01107
7.140	0.01101
7.160	0.01095
7.180	0.01089
7.200	0.01083
7.220	0.01077
7.240	0.01071
7.260	0.01065
7.280	0.01059
7.300	0.01054
7.320	0.01048
7.340	0.01042
7.360	0.01037
7.380	0.01031
7.400	0.01026
7.420	0.01020
7.440	0.01015
7.460	0.01010
7.480	0.01005
7.500	0.00999
7.520	0.00994
7.540	0.00989
7.560	0.00985
7.580	0.00980
7.600	0.00975
7.620	0.00970
7.640	0.00965
7.660	0.00961
7.680	0.00956
7.700	0.00951
7.720	0.00947
7.740	0.00942
7.760	0.00938
7.780	0.00933
7.800	0.00929
7.820	0.00925
7.840	0.00920
7.860	0.00916
7.880	0.00912
7.900	0.00907
7.920	0.00903
7.940	0.00899
7.960	0.00895
7.980	0.00891
8.000	0.00887
